"Time","Value","Replicate","Model"
66,2.24884365496469,1,"AR2_M4"
67,-3.53264920150668,1,"AR2_M4"
68,3.01186894299277,1,"AR2_M4"
69,-1.26638425790367,1,"AR2_M4"
70,-0.613043146094165,1,"AR2_M4"
71,2.35585022819866,1,"AR2_M4"
72,-3.68039978692491,1,"AR2_M4"
73,0.967803015664834,1,"AR2_M4"
74,0.397150423788751,1,"AR2_M4"
75,-1.34571473541037,1,"AR2_M4"
76,1.9172959555767,1,"AR2_M4"
77,-0.934026188290495,1,"AR2_M4"
78,0.30163359958841,1,"AR2_M4"
79,-0.746808542497479,1,"AR2_M4"
80,1.08703942124458,1,"AR2_M4"
81,-1.78470719754874,1,"AR2_M4"
82,2.58940671740837,1,"AR2_M4"
83,-2.03674893485736,1,"AR2_M4"
84,-0.778132872182622,1,"AR2_M4"
85,2.00594929392606,1,"AR2_M4"
86,-1.11621450852281,1,"AR2_M4"
87,1.46623770444663,1,"AR2_M4"
88,-0.65285364853089,1,"AR2_M4"
89,-2.58960543409223,1,"AR2_M4"
90,2.10402126830509,1,"AR2_M4"
91,-2.28933663882741,1,"AR2_M4"
92,2.35612446661783,1,"AR2_M4"
93,-1.17248408343606,1,"AR2_M4"
94,0.475457058279051,1,"AR2_M4"
95,0.201323192108989,1,"AR2_M4"
96,0.0159888472733632,1,"AR2_M4"
97,1.95651438760916,1,"AR2_M4"
98,-0.685330354159357,1,"AR2_M4"
99,0.698761547698453,1,"AR2_M4"
100,-0.671522413818568,1,"AR2_M4"
101,1.18540536530945,1,"AR2_M4"
102,-0.205938635262047,1,"AR2_M4"
103,0.088100231439109,1,"AR2_M4"
104,-0.135923206383719,1,"AR2_M4"
105,0.162859569992135,1,"AR2_M4"
106,-0.336476554073244,1,"AR2_M4"
107,-0.839820708298666,1,"AR2_M4"
108,1.59239124315064,1,"AR2_M4"
109,-1.61510967200999,1,"AR2_M4"
110,0.845214525356571,1,"AR2_M4"
111,-1.22483516643707,1,"AR2_M4"
112,0.827109423820336,1,"AR2_M4"
113,0.392223773586177,1,"AR2_M4"
114,-0.497515391811902,1,"AR2_M4"
115,-0.188988709681004,1,"AR2_M4"
116,0.76308126161655,1,"AR2_M4"
117,-0.594142580859684,1,"AR2_M4"
118,-0.013330466682606,1,"AR2_M4"
119,-0.40749562518765,1,"AR2_M4"
120,0.50117146431773,1,"AR2_M4"
121,-1.49541794053974,1,"AR2_M4"
122,1.67043543380385,1,"AR2_M4"
123,-1.01840333637711,1,"AR2_M4"
124,-0.412220330677854,1,"AR2_M4"
125,3.08792476743124,1,"AR2_M4"
126,-2.74405472274439,1,"AR2_M4"
127,1.21795704766428,1,"AR2_M4"
128,-1.23956148096528,1,"AR2_M4"
129,1.24770264863633,1,"AR2_M4"
130,-0.0539852458360333,1,"AR2_M4"
131,-0.584996854460679,1,"AR2_M4"
132,-0.315233321241379,1,"AR2_M4"
133,0.290358549412674,1,"AR2_M4"
134,-0.315648187915071,1,"AR2_M4"
135,-0.544163639998407,1,"AR2_M4"
136,-0.100885878081233,1,"AR2_M4"
137,1.01653587494516,1,"AR2_M4"
138,-0.376863830648286,1,"AR2_M4"
139,0.829834817980159,1,"AR2_M4"
140,-0.922693814280362,1,"AR2_M4"
141,0.956300865949192,1,"AR2_M4"
142,-0.0712013528948034,1,"AR2_M4"
143,0.679076044435418,1,"AR2_M4"
144,0.890818127386986,1,"AR2_M4"
145,-0.703199347845452,1,"AR2_M4"
146,0.243028973477161,1,"AR2_M4"
147,1.56532993354716,1,"AR2_M4"
148,-0.74445111598175,1,"AR2_M4"
149,0.52240491518475,1,"AR2_M4"
150,1.33844682232613,1,"AR2_M4"
151,-1.76892173700767,1,"AR2_M4"
152,1.43733298498529,1,"AR2_M4"
153,-0.862752257622624,1,"AR2_M4"
154,1.18867408391528,1,"AR2_M4"
155,-1.83089769422213,1,"AR2_M4"
156,1.50726355467702,1,"AR2_M4"
157,0.0808612804557411,1,"AR2_M4"
158,0.519623971233566,1,"AR2_M4"
159,-1.60859953206728,1,"AR2_M4"
160,-0.247950450794058,1,"AR2_M4"
161,2.70253589585765,1,"AR2_M4"
162,-0.973359105675199,1,"AR2_M4"
163,0.314501967484487,1,"AR2_M4"
164,-0.603364704725448,1,"AR2_M4"
165,-0.708789882528667,1,"AR2_M4"
166,0.828187133691752,1,"AR2_M4"
167,-1.2866151045965,1,"AR2_M4"
168,1.45727415919466,1,"AR2_M4"
169,-0.231375801715265,1,"AR2_M4"
170,0.507005359179953,1,"AR2_M4"
171,1.46337399036266,1,"AR2_M4"
172,-1.92935530707355,1,"AR2_M4"
173,1.83091257550216,1,"AR2_M4"
174,-2.32228592606042,1,"AR2_M4"
175,1.48725926642646,1,"AR2_M4"
176,0.652969882805602,1,"AR2_M4"
177,-1.12948991577014,1,"AR2_M4"
178,-2.35839372724287,1,"AR2_M4"
179,2.24662500005374,1,"AR2_M4"
180,-2.13398993531672,1,"AR2_M4"
181,1.93536573828831,1,"AR2_M4"
182,-0.450344770029978,1,"AR2_M4"
183,-0.19679750578293,1,"AR2_M4"
184,-0.19950282869625,1,"AR2_M4"
185,0.210152744938033,1,"AR2_M4"
186,0.158586521486856,1,"AR2_M4"
187,-0.338222638224702,1,"AR2_M4"
188,0.93218997355983,1,"AR2_M4"
189,-1.01235140158361,1,"AR2_M4"
190,-1.09318792697894,1,"AR2_M4"
191,0.0775621493133515,1,"AR2_M4"
192,0.325956144302182,1,"AR2_M4"
193,-0.806844855698385,1,"AR2_M4"
194,-0.0976724940432454,1,"AR2_M4"
195,1.41182137250974,1,"AR2_M4"
196,-0.768143831900026,1,"AR2_M4"
197,1.73625778141952,1,"AR2_M4"
198,0.132517755868533,1,"AR2_M4"
199,1.14704582560496,1,"AR2_M4"
200,-0.0818024047465332,1,"AR2_M4"
201,-0.699439526797899,1,"AR2_M4"
202,1.06696359944767,1,"AR2_M4"
203,-0.730202077592531,1,"AR2_M4"
204,1.75084138567903,1,"AR2_M4"
205,1.06865544600119,1,"AR2_M4"
206,-2.58475157787059,1,"AR2_M4"
207,0.118092907733778,1,"AR2_M4"
208,-0.749809505454604,1,"AR2_M4"
209,0.67172533885523,1,"AR2_M4"
210,-0.0655881763617629,1,"AR2_M4"
211,0.996130830864129,1,"AR2_M4"
212,-0.465813958656253,1,"AR2_M4"
213,0.0023270015173002,1,"AR2_M4"
214,-0.5648355941605,1,"AR2_M4"
215,0.792873036753118,1,"AR2_M4"
216,-0.578939849336845,1,"AR2_M4"
217,0.830130370891311,1,"AR2_M4"
218,-0.530178456032544,1,"AR2_M4"
219,-0.899893132954637,1,"AR2_M4"
220,0.987064357955558,1,"AR2_M4"
221,-1.08677653946898,1,"AR2_M4"
222,-0.233721552975191,1,"AR2_M4"
223,0.919684570632605,1,"AR2_M4"
224,0.62885879719779,1,"AR2_M4"
225,-0.0123307039186113,1,"AR2_M4"
226,1.46689012655722,1,"AR2_M4"
227,0.260991411083272,1,"AR2_M4"
228,-0.204250651669784,1,"AR2_M4"
229,0.417679036939497,1,"AR2_M4"
230,-2.98480705409073,1,"AR2_M4"
231,0.211947561201993,1,"AR2_M4"
232,1.05356285017198,1,"AR2_M4"
233,-0.620117529603236,1,"AR2_M4"
234,0.643611923909239,1,"AR2_M4"
235,-1.39987783603941,1,"AR2_M4"
236,-1.11434782280735,1,"AR2_M4"
237,-0.812193976116372,1,"AR2_M4"
238,1.99982176532833,1,"AR2_M4"
239,-0.945234452687362,1,"AR2_M4"
240,1.70781654375875,1,"AR2_M4"
241,-3.51442458533611,1,"AR2_M4"
242,1.85593105149925,1,"AR2_M4"
243,0.00698418755633023,1,"AR2_M4"
244,-1.54761590005039,1,"AR2_M4"
245,2.22118081242663,1,"AR2_M4"
246,-0.940809488942469,1,"AR2_M4"
247,1.81409596777025,1,"AR2_M4"
248,-1.8720488900194,1,"AR2_M4"
249,1.55481061886926,1,"AR2_M4"
250,-0.860497312293746,1,"AR2_M4"
251,0.800298966714876,1,"AR2_M4"
252,-0.607438970182593,1,"AR2_M4"
253,-0.570483228132348,1,"AR2_M4"
254,0.919486382422723,1,"AR2_M4"
255,0.415183284793059,1,"AR2_M4"
256,0.69664502761113,1,"AR2_M4"
257,-1.12569732278857,1,"AR2_M4"
258,3.43248488760444,1,"AR2_M4"
259,-2.97754656961528,1,"AR2_M4"
260,2.6025893779863,1,"AR2_M4"
261,-1.57825822367539,1,"AR2_M4"
262,0.378634182570331,1,"AR2_M4"
263,0.654734769482108,1,"AR2_M4"
264,-0.788555452960063,1,"AR2_M4"
265,-0.476002386993355,1,"AR2_M4"
266,0.33517576712685,1,"AR2_M4"
267,-1.63080108257778,1,"AR2_M4"
268,1.28101628152572,1,"AR2_M4"
269,0.313541502328132,1,"AR2_M4"
270,-0.508742675807601,1,"AR2_M4"
271,0.955160081931748,1,"AR2_M4"
272,-1.45277375087326,1,"AR2_M4"
273,0.849036202787846,1,"AR2_M4"
274,-0.669450467445979,1,"AR2_M4"
275,0.109667836006081,1,"AR2_M4"
276,-0.950161277843654,1,"AR2_M4"
277,1.39781941697139,1,"AR2_M4"
278,-1.07163895243176,1,"AR2_M4"
279,-0.203944798965397,1,"AR2_M4"
280,1.51495101808442,1,"AR2_M4"
281,-1.69986754734962,1,"AR2_M4"
282,-0.23371496405533,1,"AR2_M4"
283,0.47020453119558,1,"AR2_M4"
284,0.762038671111068,1,"AR2_M4"
285,-0.37092958989104,1,"AR2_M4"
286,0.354813288462454,1,"AR2_M4"
287,0.21674053593094,1,"AR2_M4"
288,-0.2782414211632,1,"AR2_M4"
289,2.35297002690775,1,"AR2_M4"
290,-1.84654492733027,1,"AR2_M4"
291,2.54156393395488,1,"AR2_M4"
292,-1.65107046579646,1,"AR2_M4"
293,0.187493361846609,1,"AR2_M4"
294,-0.453774614964089,1,"AR2_M4"
295,0.701918316430904,1,"AR2_M4"
296,-1.33131906614797,1,"AR2_M4"
297,1.54078778109939,1,"AR2_M4"
298,-2.21950059546518,1,"AR2_M4"
299,2.43193879836108,1,"AR2_M4"
300,-0.991417773734184,1,"AR2_M4"
301,1.04099939218127,1,"AR2_M4"
302,-2.10888820966586,1,"AR2_M4"
303,0.0472249980975889,1,"AR2_M4"
304,-0.39321669472611,1,"AR2_M4"
305,1.99552025199697,1,"AR2_M4"
306,-1.96666704409345,1,"AR2_M4"
307,3.34388322817107,1,"AR2_M4"
308,-1.16576868423859,1,"AR2_M4"
309,-0.420089634450191,1,"AR2_M4"
310,-0.454107755331868,1,"AR2_M4"
311,1.34293567961192,1,"AR2_M4"
312,-1.39183539554293,1,"AR2_M4"
313,0.32058821057732,1,"AR2_M4"
314,0.499701117155965,1,"AR2_M4"
315,1.465969886304,1,"AR2_M4"
316,-0.201356781332761,1,"AR2_M4"
317,-1.09465139464339,1,"AR2_M4"
318,2.61789091975855,1,"AR2_M4"
319,-0.727276323966159,1,"AR2_M4"
320,0.481674131527018,1,"AR2_M4"
321,0.251469798023904,1,"AR2_M4"
322,-1.166901716218,1,"AR2_M4"
323,1.92716715453655,1,"AR2_M4"
324,-1.68305961429662,1,"AR2_M4"
325,0.377444644675188,1,"AR2_M4"
326,-1.6529652633064,1,"AR2_M4"
327,0.178206660244983,1,"AR2_M4"
328,0.0229600558741272,1,"AR2_M4"
329,-0.195044697322751,1,"AR2_M4"
330,0.00364799978438934,1,"AR2_M4"
331,-0.783848483859748,1,"AR2_M4"
332,1.01765747487969,1,"AR2_M4"
333,-0.492051157636516,1,"AR2_M4"
334,0.843460540409339,1,"AR2_M4"
335,-0.78056499823622,1,"AR2_M4"
336,-1.38448168614775,1,"AR2_M4"
337,0.344926719902347,1,"AR2_M4"
338,-1.07956704970509,1,"AR2_M4"
339,-0.352847251776843,1,"AR2_M4"
340,0.40620212310002,1,"AR2_M4"
341,-2.0077786212332,1,"AR2_M4"
342,0.800932722556284,1,"AR2_M4"
343,0.0820027602576658,1,"AR2_M4"
344,0.896283085921983,1,"AR2_M4"
345,-0.656763828517288,1,"AR2_M4"
346,0.145788724281296,1,"AR2_M4"
347,-0.54779541199211,1,"AR2_M4"
348,0.702143921741308,1,"AR2_M4"
349,0.177202376470021,1,"AR2_M4"
350,0.176491769943453,1,"AR2_M4"
351,1.13620675418602,1,"AR2_M4"
352,-0.777290256769906,1,"AR2_M4"
353,0.401787349106361,1,"AR2_M4"
354,0.323272358601411,1,"AR2_M4"
355,-0.896295556309972,1,"AR2_M4"
356,1.44763493324862,1,"AR2_M4"
357,-0.170037683112214,1,"AR2_M4"
358,-0.758869127118656,1,"AR2_M4"
359,-0.243967539895392,1,"AR2_M4"
360,0.866371365910033,1,"AR2_M4"
361,-2.31273507769823,1,"AR2_M4"
362,0.954169901382618,1,"AR2_M4"
363,-1.20470791111542,1,"AR2_M4"
364,0.131275460833114,1,"AR2_M4"
365,0.403586285695357,1,"AR2_M4"
366,-0.318203363945801,1,"AR2_M4"
367,-1.41636327061394,1,"AR2_M4"
368,1.150805973593,1,"AR2_M4"
369,0.277058808071593,1,"AR2_M4"
370,-0.515072122726789,1,"AR2_M4"
371,-0.216048706515899,1,"AR2_M4"
372,0.134777145222986,1,"AR2_M4"
373,-1.62470860097615,1,"AR2_M4"
374,3.1719838093821,1,"AR2_M4"
375,-2.90425082499205,1,"AR2_M4"
376,2.14273475118192,1,"AR2_M4"
377,-1.66287900417558,1,"AR2_M4"
378,1.58956424078376,1,"AR2_M4"
379,-0.913147183310045,1,"AR2_M4"
380,1.63219142469319,1,"AR2_M4"
381,-0.581949748011887,1,"AR2_M4"
382,-0.401513086478965,1,"AR2_M4"
383,-0.125066647824573,1,"AR2_M4"
384,-0.365964251702641,1,"AR2_M4"
385,0.817817311718517,1,"AR2_M4"
386,-0.0806222985517122,1,"AR2_M4"
387,0.406963249348311,1,"AR2_M4"
388,-0.833276648106628,1,"AR2_M4"
389,0.305938900336154,1,"AR2_M4"
390,-0.388555291419207,1,"AR2_M4"
391,1.01258399161767,1,"AR2_M4"
392,-0.139938343882656,1,"AR2_M4"
393,0.162126957308987,1,"AR2_M4"
394,0.080682189791864,1,"AR2_M4"
395,-0.0390136356354459,1,"AR2_M4"
396,0.118861430829921,1,"AR2_M4"
397,-0.560474248410727,1,"AR2_M4"
398,-0.700390132742363,1,"AR2_M4"
399,-0.842224394718062,1,"AR2_M4"
400,1.33155819179666,1,"AR2_M4"
401,0.710666915498133,1,"AR2_M4"
402,-0.0687620088109524,1,"AR2_M4"
403,0.594291652923602,1,"AR2_M4"
404,-1.90172776128278,1,"AR2_M4"
405,0.558630632614824,1,"AR2_M4"
406,-0.260544000420981,1,"AR2_M4"
407,0.290772682463258,1,"AR2_M4"
408,0.179818019504776,1,"AR2_M4"
409,-0.0654410891394008,1,"AR2_M4"
410,-0.716040708498607,1,"AR2_M4"
411,-0.607141336895275,1,"AR2_M4"
412,1.21233592612842,1,"AR2_M4"
413,-0.731426340642902,1,"AR2_M4"
414,-0.506610065286131,1,"AR2_M4"
415,1.44748531361854,1,"AR2_M4"
416,-2.57499879150029,1,"AR2_M4"
417,3.01398559279387,1,"AR2_M4"
418,-3.93149026807912,1,"AR2_M4"
419,2.90095807354235,1,"AR2_M4"
420,-0.870319986696181,1,"AR2_M4"
421,0.00395567691892162,1,"AR2_M4"
422,2.37606076812427,1,"AR2_M4"
423,-2.97115823246426,1,"AR2_M4"
424,1.81968666935306,1,"AR2_M4"
425,-0.397907187727908,1,"AR2_M4"
426,-1.39167714519595,1,"AR2_M4"
427,1.24640359678117,1,"AR2_M4"
428,-0.588561092515311,1,"AR2_M4"
429,-0.282564625012725,1,"AR2_M4"
430,-1.70576854372546,1,"AR2_M4"
431,0.662419365449075,1,"AR2_M4"
432,0.652003253806808,1,"AR2_M4"
433,-1.41714729494894,1,"AR2_M4"
434,-0.245678336798093,1,"AR2_M4"
435,1.12703294132769,1,"AR2_M4"
436,-0.414595418388321,1,"AR2_M4"
437,1.06753631826578,1,"AR2_M4"
438,-0.669116465922459,1,"AR2_M4"
439,0.71233385523423,1,"AR2_M4"
440,-0.734849494943928,1,"AR2_M4"
441,-0.917613641457797,1,"AR2_M4"
442,0.710385855554674,1,"AR2_M4"
443,-0.121089118131628,1,"AR2_M4"
444,-0.811421706603133,1,"AR2_M4"
445,2.01686457459032,1,"AR2_M4"
446,-1.63531154015751,1,"AR2_M4"
447,1.94645178171478,1,"AR2_M4"
448,-2.74580440143816,1,"AR2_M4"
449,1.58730159177235,1,"AR2_M4"
450,0.633095063714252,1,"AR2_M4"
451,-0.267954951078637,1,"AR2_M4"
452,0.531240765428099,1,"AR2_M4"
453,-0.433922610949573,1,"AR2_M4"
454,-0.918740430841039,1,"AR2_M4"
455,0.01342786365381,1,"AR2_M4"
456,1.37000780241636,1,"AR2_M4"
457,-2.25281754716352,1,"AR2_M4"
458,1.09705219768861,1,"AR2_M4"
459,-1.26316656512363,1,"AR2_M4"
460,1.55335110716387,1,"AR2_M4"
461,-1.81982920300195,1,"AR2_M4"
462,1.93850988009432,1,"AR2_M4"
463,-0.796844848619571,1,"AR2_M4"
464,-0.00669758151033673,1,"AR2_M4"
465,0.19058106194931,1,"AR2_M4"
466,0.206583229698764,1,"AR2_M4"
467,2.22965617212714,1,"AR2_M4"
468,-1.40462979197552,1,"AR2_M4"
469,0.126287998321057,1,"AR2_M4"
470,0.932806696453651,1,"AR2_M4"
471,-2.04161656761237,1,"AR2_M4"
472,1.04861233803447,1,"AR2_M4"
473,-1.69197498182869,1,"AR2_M4"
474,2.22537050547257,1,"AR2_M4"
475,-2.18368448817658,1,"AR2_M4"
476,0.876448926914176,1,"AR2_M4"
477,0.172834315859952,1,"AR2_M4"
478,-0.900956625408578,1,"AR2_M4"
479,0.953495863563191,1,"AR2_M4"
480,-1.16712128129115,1,"AR2_M4"
481,0.222641869293651,1,"AR2_M4"
482,1.94421346749925,1,"AR2_M4"
483,-2.26689471805153,1,"AR2_M4"
484,-0.468644344609902,1,"AR2_M4"
485,0.368852566389866,1,"AR2_M4"
486,0.837013327610195,1,"AR2_M4"
487,-1.20881284499071,1,"AR2_M4"
488,-0.947315146928743,1,"AR2_M4"
489,1.55386389106826,1,"AR2_M4"
490,-2.95954797732938,1,"AR2_M4"
491,2.45420928828448,1,"AR2_M4"
492,-2.05251079563662,1,"AR2_M4"
493,0.32025519340008,1,"AR2_M4"
494,1.39301900450851,1,"AR2_M4"
495,-2.31250996122096,1,"AR2_M4"
496,0.926402667526029,1,"AR2_M4"
497,-2.4543434342897,1,"AR2_M4"
498,1.4756731287223,1,"AR2_M4"
499,-0.469865238138511,1,"AR2_M4"
500,-1.13201726778211,1,"AR2_M4"
501,-1.43387791760299,1,"AR2_M4"
502,0.474729937330648,1,"AR2_M4"
503,-0.826584191402881,1,"AR2_M4"
504,0.81884303586424,1,"AR2_M4"
505,-1.28831098846008,1,"AR2_M4"
506,1.53101008718995,1,"AR2_M4"
507,-0.733476876780582,1,"AR2_M4"
508,1.84495609298611,1,"AR2_M4"
509,-2.96349522528423,1,"AR2_M4"
510,2.8478136625256,1,"AR2_M4"
511,-0.602905177479593,1,"AR2_M4"
512,-1.08225613131473,1,"AR2_M4"
513,-0.397418331321943,1,"AR2_M4"
514,-0.413335586537389,1,"AR2_M4"
515,-0.0328291785783201,1,"AR2_M4"
516,0.552901433074531,1,"AR2_M4"
517,0.165036209001662,1,"AR2_M4"
518,-1.28480798033922,1,"AR2_M4"
519,1.02071378818269,1,"AR2_M4"
520,-0.8642854490072,1,"AR2_M4"
521,2.35238513246893,1,"AR2_M4"
522,-1.70931320547964,1,"AR2_M4"
523,1.68087544754106,1,"AR2_M4"
524,-1.00271572510885,1,"AR2_M4"
525,0.132150496875139,1,"AR2_M4"
526,-0.736007103840866,1,"AR2_M4"
527,0.569314013461376,1,"AR2_M4"
528,-0.956803953778088,1,"AR2_M4"
529,-1.30131045360873,1,"AR2_M4"
530,0.257725399787916,1,"AR2_M4"
531,-0.743254196611362,1,"AR2_M4"
532,0.115726672566855,1,"AR2_M4"
533,0.37223368656183,1,"AR2_M4"
534,1.26974531787147,1,"AR2_M4"
535,1.02017793452327,1,"AR2_M4"
536,1.40964041692958,1,"AR2_M4"
537,-4.01977494813783,1,"AR2_M4"
538,3.48972269886338,1,"AR2_M4"
539,-3.31588913778422,1,"AR2_M4"
540,4.06668839712417,1,"AR2_M4"
541,-4.87703925075585,1,"AR2_M4"
542,4.62776714852951,1,"AR2_M4"
543,-2.98477867291913,1,"AR2_M4"
544,2.01045380116309,1,"AR2_M4"
545,-0.658514915870239,1,"AR2_M4"
546,-1.04171184165957,1,"AR2_M4"
547,-0.560426665683015,1,"AR2_M4"
548,-0.230530671840169,1,"AR2_M4"
549,0.257288622711748,1,"AR2_M4"
550,1.69370201256536,1,"AR2_M4"
551,-0.560309696958777,1,"AR2_M4"
552,0.701169629875745,1,"AR2_M4"
553,-0.678856525377564,1,"AR2_M4"
554,1.18594793541366,1,"AR2_M4"
555,-2.12209615750236,1,"AR2_M4"
556,2.24228912222037,1,"AR2_M4"
557,-1.32895658423952,1,"AR2_M4"
558,1.37781901483154,1,"AR2_M4"
559,0.72666293298412,1,"AR2_M4"
560,-2.76090018600545,1,"AR2_M4"
561,2.59656696914093,1,"AR2_M4"
562,-2.35562319881239,1,"AR2_M4"
563,2.03800518183208,1,"AR2_M4"
564,-1.01176939264585,1,"AR2_M4"
565,0.308175366020289,1,"AR2_M4"
566,-0.681022755017967,1,"AR2_M4"
567,-0.127343889508489,1,"AR2_M4"
568,1.3280990380272,1,"AR2_M4"
569,-1.82480596832244,1,"AR2_M4"
570,0.331648092157243,1,"AR2_M4"
571,1.77998563005187,1,"AR2_M4"
572,-1.70656446047078,1,"AR2_M4"
573,0.884297818524216,1,"AR2_M4"
574,-0.0588299744097267,1,"AR2_M4"
575,0.68572739165801,1,"AR2_M4"
576,-1.67091216483226,1,"AR2_M4"
577,1.93938794556116,1,"AR2_M4"
578,-0.547295767088247,1,"AR2_M4"
579,1.16936286373902,1,"AR2_M4"
580,1.07323675870874,1,"AR2_M4"
581,-1.85293092037521,1,"AR2_M4"
582,0.975957792434202,1,"AR2_M4"
583,-2.72304627715815,1,"AR2_M4"
584,1.17089262588716,1,"AR2_M4"
585,1.07888528240994,1,"AR2_M4"
586,-2.26709567180464,1,"AR2_M4"
587,0.463553099996008,1,"AR2_M4"
588,0.133100662753207,1,"AR2_M4"
589,0.497251007161245,1,"AR2_M4"
590,-0.556889611410896,1,"AR2_M4"
591,-0.489837305172697,1,"AR2_M4"
592,0.340452374349487,1,"AR2_M4"
593,0.772668365496195,1,"AR2_M4"
594,-0.652052802366179,1,"AR2_M4"
595,-0.527481915994191,1,"AR2_M4"
596,1.13616838305868,1,"AR2_M4"
597,-0.0564437585642691,1,"AR2_M4"
598,-1.07075816047123,1,"AR2_M4"
599,0.613773361345317,1,"AR2_M4"
600,0.219874368686285,1,"AR2_M4"
601,-0.914298222221527,1,"AR2_M4"
602,-0.397417674463727,1,"AR2_M4"
603,1.70303383305258,1,"AR2_M4"
604,-1.9438554818544,1,"AR2_M4"
605,1.80649137184181,1,"AR2_M4"
606,-2.24341082632161,1,"AR2_M4"
607,0.568182847317878,1,"AR2_M4"
608,0.336400041687104,1,"AR2_M4"
609,-0.442328668671001,1,"AR2_M4"
610,-1.56722881677113,1,"AR2_M4"
611,-0.0198937371255892,1,"AR2_M4"
612,3.21262928790247,1,"AR2_M4"
613,-2.27010913471636,1,"AR2_M4"
614,0.56514414919803,1,"AR2_M4"
615,-0.638980984092395,1,"AR2_M4"
616,0.294983787028585,1,"AR2_M4"
617,-1.17165210761361,1,"AR2_M4"
618,0.752166150098675,1,"AR2_M4"
619,0.841362851613593,1,"AR2_M4"
620,-0.728103254642192,1,"AR2_M4"
621,0.458288398319828,1,"AR2_M4"
622,-0.549217741768593,1,"AR2_M4"
623,0.544710279808377,1,"AR2_M4"
624,-2.27506837716455,1,"AR2_M4"
625,2.44134451172133,1,"AR2_M4"
626,-2.82967183581953,1,"AR2_M4"
627,2.42681379549877,1,"AR2_M4"
628,-2.32987079443341,1,"AR2_M4"
629,2.86509732518112,1,"AR2_M4"
630,-3.24164177301668,1,"AR2_M4"
631,3.0093332376012,1,"AR2_M4"
632,-1.88972676175028,1,"AR2_M4"
633,1.02018745291488,1,"AR2_M4"
634,0.301440980380501,1,"AR2_M4"
635,1.04589534355919,1,"AR2_M4"
636,-2.00890509939178,1,"AR2_M4"
637,2.24480787560922,1,"AR2_M4"
638,-3.66225619539736,1,"AR2_M4"
639,4.11619099918398,1,"AR2_M4"
640,-2.02090953708476,1,"AR2_M4"
641,1.70235943815799,1,"AR2_M4"
642,-2.57388535145834,1,"AR2_M4"
643,1.21976515431205,1,"AR2_M4"
644,-1.01732366078461,1,"AR2_M4"
645,0.316937004865025,1,"AR2_M4"
646,-2.13155170890099,1,"AR2_M4"
647,1.33206336195072,1,"AR2_M4"
648,-1.12098841334733,1,"AR2_M4"
