"Time","Value","Replicate","Model"
134,0.46778763724917,1,"AR2_M2"
135,1.41287841753317,1,"AR2_M2"
136,-0.678163302348546,1,"AR2_M2"
137,-0.171049384731043,1,"AR2_M2"
138,1.67515952582049,1,"AR2_M2"
139,0.0957667808794716,1,"AR2_M2"
140,-1.18887777701409,1,"AR2_M2"
141,0.3068622467236,1,"AR2_M2"
142,-1.9492165697182,1,"AR2_M2"
143,3.57466606953191,1,"AR2_M2"
144,-2.51054657802866,1,"AR2_M2"
145,3.218809422196,1,"AR2_M2"
146,-2.7520163991049,1,"AR2_M2"
147,2.46911949591965,1,"AR2_M2"
148,-1.39311662496769,1,"AR2_M2"
149,0.453965174508066,1,"AR2_M2"
150,0.423812576359172,1,"AR2_M2"
151,0.739721169917164,1,"AR2_M2"
152,-1.06450538416145,1,"AR2_M2"
153,1.77281795415635,1,"AR2_M2"
154,-0.837821959547279,1,"AR2_M2"
155,-0.460158561132574,1,"AR2_M2"
156,1.11153033482594,1,"AR2_M2"
157,0.200421314361593,1,"AR2_M2"
158,1.37315827316136,1,"AR2_M2"
159,-1.35411829236779,1,"AR2_M2"
160,1.46820948125683,1,"AR2_M2"
161,-0.678495421881622,1,"AR2_M2"
162,0.509621886720246,1,"AR2_M2"
163,-1.55808253623788,1,"AR2_M2"
164,-0.505940246501732,1,"AR2_M2"
165,1.797796127206,1,"AR2_M2"
166,-0.834626030018175,1,"AR2_M2"
167,1.07710927954819,1,"AR2_M2"
168,-1.12706791539084,1,"AR2_M2"
169,1.4981582875717,1,"AR2_M2"
170,0.311659459749086,1,"AR2_M2"
171,-1.45938816733988,1,"AR2_M2"
172,1.6715952615367,1,"AR2_M2"
173,-2.06348866777991,1,"AR2_M2"
174,2.46645959050669,1,"AR2_M2"
175,-1.06919551184961,1,"AR2_M2"
176,2.4932215015591,1,"AR2_M2"
177,-3.37636750328523,1,"AR2_M2"
178,3.31389424125777,1,"AR2_M2"
179,-1.97634657439771,1,"AR2_M2"
180,2.87742204287397,1,"AR2_M2"
181,-2.92182146534048,1,"AR2_M2"
182,4.40277535203768,1,"AR2_M2"
183,-4.68095545192128,1,"AR2_M2"
184,3.5061698245038,1,"AR2_M2"
185,-3.83557568226702,1,"AR2_M2"
186,3.73197121535252,1,"AR2_M2"
187,-2.98685263104841,1,"AR2_M2"
188,3.09646729391187,1,"AR2_M2"
189,-3.53863640257857,1,"AR2_M2"
190,3.26181909446211,1,"AR2_M2"
191,-1.76869505621507,1,"AR2_M2"
192,1.99530368896241,1,"AR2_M2"
193,-1.55859323968553,1,"AR2_M2"
194,2.68910709546216,1,"AR2_M2"
195,-2.44447618187564,1,"AR2_M2"
196,2.12918801739382,1,"AR2_M2"
197,-1.45546391258051,1,"AR2_M2"
198,-0.577835757928024,1,"AR2_M2"
199,1.67678348260263,1,"AR2_M2"
200,-0.17236310855071,1,"AR2_M2"
201,0.56953781162128,1,"AR2_M2"
202,-0.765929217100902,1,"AR2_M2"
203,1.56504389546037,1,"AR2_M2"
204,-3.20695093520085,1,"AR2_M2"
205,2.86368662124133,1,"AR2_M2"
206,-2.96358861699335,1,"AR2_M2"
207,3.9876328199524,1,"AR2_M2"
208,-4.5484814861938,1,"AR2_M2"
209,2.79766821634639,1,"AR2_M2"
210,-1.17614054988897,1,"AR2_M2"
211,1.16004865855945,1,"AR2_M2"
212,-2.89777988055726,1,"AR2_M2"
213,4.27357660188758,1,"AR2_M2"
214,-5.42853023270294,1,"AR2_M2"
215,4.83654972230937,1,"AR2_M2"
216,-2.81859450148281,1,"AR2_M2"
217,3.98206231514376,1,"AR2_M2"
218,-3.22753895940235,1,"AR2_M2"
219,3.8564852334305,1,"AR2_M2"
220,-3.63406158635854,1,"AR2_M2"
221,2.06518380370168,1,"AR2_M2"
222,-1.45812681079037,1,"AR2_M2"
223,2.34553211672916,1,"AR2_M2"
224,-2.25508352652436,1,"AR2_M2"
225,1.64342837058683,1,"AR2_M2"
226,-1.80572726023795,1,"AR2_M2"
227,2.18984391341925,1,"AR2_M2"
228,-0.1532110601636,1,"AR2_M2"
229,0.589975259593782,1,"AR2_M2"
230,-0.445353019214267,1,"AR2_M2"
231,-0.486872828988187,1,"AR2_M2"
232,-0.368443280924656,1,"AR2_M2"
233,0.668198945398594,1,"AR2_M2"
234,0.0797018437319113,1,"AR2_M2"
235,-0.886324874922513,1,"AR2_M2"
236,0.655868203738285,1,"AR2_M2"
237,-0.472222854104732,1,"AR2_M2"
238,0.614443510754363,1,"AR2_M2"
239,-0.142817709297642,1,"AR2_M2"
240,-0.765706898443982,1,"AR2_M2"
241,-2.45470696485307,1,"AR2_M2"
242,-0.261516835936234,1,"AR2_M2"
243,1.22006074167657,1,"AR2_M2"
244,-0.734709006791007,1,"AR2_M2"
245,-0.101603653002631,1,"AR2_M2"
246,-2.06451446774882,1,"AR2_M2"
247,1.76404046329265,1,"AR2_M2"
248,-1.17671490112281,1,"AR2_M2"
249,1.09728678250416,1,"AR2_M2"
250,-1.70898340296712,1,"AR2_M2"
251,2.33913873413474,1,"AR2_M2"
252,-3.80649567527362,1,"AR2_M2"
253,3.04979254843232,1,"AR2_M2"
254,-4.44317432228729,1,"AR2_M2"
255,3.27748851040708,1,"AR2_M2"
256,-1.67039958094033,1,"AR2_M2"
257,1.64197575834537,1,"AR2_M2"
258,-0.850748650339949,1,"AR2_M2"
259,-0.341793099604078,1,"AR2_M2"
260,0.59696343382931,1,"AR2_M2"
261,0.37689006275914,1,"AR2_M2"
262,-2.32263099115572,1,"AR2_M2"
263,3.43275897202951,1,"AR2_M2"
264,-2.80407443516896,1,"AR2_M2"
265,1.59662180241956,1,"AR2_M2"
266,-1.62469181796114,1,"AR2_M2"
267,1.30680622243716,1,"AR2_M2"
268,-1.01039261692365,1,"AR2_M2"
269,1.30261572549331,1,"AR2_M2"
270,-1.66330257580014,1,"AR2_M2"
271,0.291737676727835,1,"AR2_M2"
272,1.57565259781616,1,"AR2_M2"
273,-2.06576130984095,1,"AR2_M2"
274,0.798008376761533,1,"AR2_M2"
275,-2.41345546085196,1,"AR2_M2"
276,2.66634325674074,1,"AR2_M2"
277,-4.37735999760182,1,"AR2_M2"
278,4.20670938582259,1,"AR2_M2"
279,-4.25974300436884,1,"AR2_M2"
280,2.16628106134778,1,"AR2_M2"
281,-1.59344524119712,1,"AR2_M2"
282,1.62337257749299,1,"AR2_M2"
283,-1.10047426304574,1,"AR2_M2"
284,-0.305950589572086,1,"AR2_M2"
285,0.151963545593161,1,"AR2_M2"
286,-2.06031703820276,1,"AR2_M2"
287,0.530148920063552,1,"AR2_M2"
288,-0.0303795854644275,1,"AR2_M2"
289,1.31876164417279,1,"AR2_M2"
290,0.456586994948924,1,"AR2_M2"
291,0.386168016166107,1,"AR2_M2"
292,-1.58848295864559,1,"AR2_M2"
293,-0.472429953091827,1,"AR2_M2"
294,-0.255206139909469,1,"AR2_M2"
295,-1.07332918303705,1,"AR2_M2"
296,0.231980269836888,1,"AR2_M2"
297,-0.507631245692072,1,"AR2_M2"
298,-1.03697350205702,1,"AR2_M2"
299,2.96108233037991,1,"AR2_M2"
300,-1.98278141005632,1,"AR2_M2"
301,2.13599732166779,1,"AR2_M2"
302,-3.58831108466947,1,"AR2_M2"
303,1.51980075550201,1,"AR2_M2"
304,-2.18195409557378,1,"AR2_M2"
305,1.63259502054986,1,"AR2_M2"
306,-0.832238588719499,1,"AR2_M2"
307,-0.384209694318499,1,"AR2_M2"
308,-2.60181515252149,1,"AR2_M2"
309,1.25468439407055,1,"AR2_M2"
310,-2.41819492678268,1,"AR2_M2"
311,0.0683433467191087,1,"AR2_M2"
312,-0.68025594420955,1,"AR2_M2"
313,0.895531586214647,1,"AR2_M2"
314,0.915561054337895,1,"AR2_M2"
315,1.32111452427251,1,"AR2_M2"
316,0.525873596054342,1,"AR2_M2"
317,0.179694544520029,1,"AR2_M2"
318,0.905439365279454,1,"AR2_M2"
319,-1.68629471420894,1,"AR2_M2"
320,2.06652130648497,1,"AR2_M2"
321,-2.07480605242631,1,"AR2_M2"
322,1.99762828349283,1,"AR2_M2"
323,-1.58519140623113,1,"AR2_M2"
324,1.88637698023107,1,"AR2_M2"
325,-1.55975331854839,1,"AR2_M2"
326,0.383945660817225,1,"AR2_M2"
327,-0.147848346168708,1,"AR2_M2"
328,2.11674872480385,1,"AR2_M2"
329,-1.21263548991772,1,"AR2_M2"
330,2.31249866224791,1,"AR2_M2"
331,-4.1167959126111,1,"AR2_M2"
332,3.35376473482879,1,"AR2_M2"
333,-2.8345544760815,1,"AR2_M2"
334,5.44299009574358,1,"AR2_M2"
335,-4.673083103001,1,"AR2_M2"
336,3.38929527395673,1,"AR2_M2"
337,-1.66832027976687,1,"AR2_M2"
338,3.77886815269878,1,"AR2_M2"
339,-3.34189865444389,1,"AR2_M2"
340,2.87592385888786,1,"AR2_M2"
341,-3.24379865092836,1,"AR2_M2"
342,1.87159257833607,1,"AR2_M2"
343,-0.867995912128088,1,"AR2_M2"
344,1.27337107128556,1,"AR2_M2"
345,-0.19409325059447,1,"AR2_M2"
346,0.98856187648454,1,"AR2_M2"
347,-1.30497996180494,1,"AR2_M2"
348,1.03784634999415,1,"AR2_M2"
349,-0.984604561473877,1,"AR2_M2"
350,0.808589096023913,1,"AR2_M2"
351,-1.91593186834291,1,"AR2_M2"
352,2.44426840635171,1,"AR2_M2"
353,-0.788739146616072,1,"AR2_M2"
354,1.475584652517,1,"AR2_M2"
355,-2.12268162787782,1,"AR2_M2"
356,2.07530756005897,1,"AR2_M2"
357,-4.04742670884732,1,"AR2_M2"
358,4.9225170761104,1,"AR2_M2"
359,-2.9034658473085,1,"AR2_M2"
360,3.14544376838079,1,"AR2_M2"
361,-3.1917000676577,1,"AR2_M2"
362,0.0963210054185668,1,"AR2_M2"
363,-1.05846959449757,1,"AR2_M2"
364,-0.216196249522034,1,"AR2_M2"
365,1.3596496612064,1,"AR2_M2"
366,-2.05394534075329,1,"AR2_M2"
367,2.02520527981535,1,"AR2_M2"
368,-1.13080590185706,1,"AR2_M2"
369,1.23003645905326,1,"AR2_M2"
370,-1.82997042838619,1,"AR2_M2"
371,2.53447361216517,1,"AR2_M2"
372,-3.44494953715097,1,"AR2_M2"
373,1.23380305930303,1,"AR2_M2"
374,-2.1791804213555,1,"AR2_M2"
375,1.59910459801848,1,"AR2_M2"
376,-2.45588722358705,1,"AR2_M2"
377,0.679846998555659,1,"AR2_M2"
378,-2.70801247901451,1,"AR2_M2"
379,3.41367038372804,1,"AR2_M2"
380,-2.04291989165291,1,"AR2_M2"
381,1.57826104950624,1,"AR2_M2"
382,-1.79509210739913,1,"AR2_M2"
383,1.41891719547439,1,"AR2_M2"
384,-1.51397003686221,1,"AR2_M2"
385,1.79993153034321,1,"AR2_M2"
386,-2.92867721403159,1,"AR2_M2"
387,3.71064908908957,1,"AR2_M2"
388,-3.85660236737516,1,"AR2_M2"
389,4.22313128685895,1,"AR2_M2"
390,-3.31949005417642,1,"AR2_M2"
391,3.73251901516034,1,"AR2_M2"
392,-2.82915717867156,1,"AR2_M2"
393,2.43105366208433,1,"AR2_M2"
394,-2.56897778854983,1,"AR2_M2"
395,2.49460968987487,1,"AR2_M2"
396,-2.99777348951199,1,"AR2_M2"
397,3.32703901802905,1,"AR2_M2"
398,-3.52723810195086,1,"AR2_M2"
399,2.38792742214586,1,"AR2_M2"
400,-2.4530892341153,1,"AR2_M2"
401,-1.44717486380327,1,"AR2_M2"
402,1.99976810897663,1,"AR2_M2"
403,-1.37669427367027,1,"AR2_M2"
404,2.14034373368087,1,"AR2_M2"
405,-0.621416954101497,1,"AR2_M2"
406,0.393925883616955,1,"AR2_M2"
407,-1.41001291364163,1,"AR2_M2"
408,-0.691941232090479,1,"AR2_M2"
409,-0.732047394175185,1,"AR2_M2"
410,0.446299101130639,1,"AR2_M2"
411,0.567468967059317,1,"AR2_M2"
412,-0.0929591146135505,1,"AR2_M2"
413,0.0894827924939384,1,"AR2_M2"
414,-0.191085778287737,1,"AR2_M2"
415,-0.659262983510577,1,"AR2_M2"
416,1.38787661901264,1,"AR2_M2"
417,-0.942440275883208,1,"AR2_M2"
418,1.81510022893636,1,"AR2_M2"
419,0.292140151966701,1,"AR2_M2"
420,-0.763265746200307,1,"AR2_M2"
421,0.209200070541068,1,"AR2_M2"
422,0.456879235791116,1,"AR2_M2"
423,0.162153790985101,1,"AR2_M2"
424,2.19351248969527,1,"AR2_M2"
425,-3.80696704843651,1,"AR2_M2"
426,3.93048178614706,1,"AR2_M2"
427,-3.57138745591847,1,"AR2_M2"
428,3.67654717699507,1,"AR2_M2"
429,-1.67194663798023,1,"AR2_M2"
430,1.75616149419901,1,"AR2_M2"
431,-1.16105008932893,1,"AR2_M2"
432,2.27022099427517,1,"AR2_M2"
433,-0.695652356393179,1,"AR2_M2"
434,-0.827478814423003,1,"AR2_M2"
435,0.273652305018744,1,"AR2_M2"
436,-1.00269707277932,1,"AR2_M2"
437,1.74261528109228,1,"AR2_M2"
438,-0.816446013428,1,"AR2_M2"
439,1.94403464125185,1,"AR2_M2"
440,-0.882953503435247,1,"AR2_M2"
441,1.47088471529264,1,"AR2_M2"
442,0.258395055226807,1,"AR2_M2"
443,0.549502935489276,1,"AR2_M2"
444,0.342778955680196,1,"AR2_M2"
445,-0.761848956677919,1,"AR2_M2"
446,-0.0445861198351205,1,"AR2_M2"
447,0.899573092096295,1,"AR2_M2"
448,-1.39476113323008,1,"AR2_M2"
449,1.34238769572968,1,"AR2_M2"
450,0.162829618575013,1,"AR2_M2"
451,-0.461873961203731,1,"AR2_M2"
452,-0.168894859780511,1,"AR2_M2"
453,-0.461862873472372,1,"AR2_M2"
454,-0.212007394455443,1,"AR2_M2"
455,-0.845103640415504,1,"AR2_M2"
456,0.729626075258096,1,"AR2_M2"
457,0.753020161281156,1,"AR2_M2"
458,-2.19378081740319,1,"AR2_M2"
459,1.33569178425647,1,"AR2_M2"
460,-0.398429482033952,1,"AR2_M2"
461,1.06835541004235,1,"AR2_M2"
462,0.0947074762729063,1,"AR2_M2"
463,-0.776318355480637,1,"AR2_M2"
464,1.38174479470671,1,"AR2_M2"
465,-0.155523501439589,1,"AR2_M2"
466,2.19019388859654,1,"AR2_M2"
467,-2.74352830107117,1,"AR2_M2"
468,2.66180603296052,1,"AR2_M2"
469,-1.92199258314177,1,"AR2_M2"
470,0.7844882034773,1,"AR2_M2"
471,-1.4105771496761,1,"AR2_M2"
472,0.877935557808257,1,"AR2_M2"
473,-1.75569797855599,1,"AR2_M2"
474,1.73657280168946,1,"AR2_M2"
475,-2.61915611053716,1,"AR2_M2"
476,3.01305147528119,1,"AR2_M2"
477,-2.48800848742282,1,"AR2_M2"
478,2.09215819375443,1,"AR2_M2"
479,-1.19365831785112,1,"AR2_M2"
480,0.606243607538204,1,"AR2_M2"
481,0.179454153225839,1,"AR2_M2"
482,-1.12268799529594,1,"AR2_M2"
483,0.48918738643082,1,"AR2_M2"
484,1.02338481183864,1,"AR2_M2"
485,-0.952919477342917,1,"AR2_M2"
486,1.2634160414063,1,"AR2_M2"
487,1.1257306120002,1,"AR2_M2"
488,1.87529149575209,1,"AR2_M2"
489,1.63352502561051,1,"AR2_M2"
490,-0.76845436674775,1,"AR2_M2"
491,0.697748110870664,1,"AR2_M2"
492,-2.02927565585394,1,"AR2_M2"
493,2.68925300029279,1,"AR2_M2"
494,-2.6606167008468,1,"AR2_M2"
495,2.85314906543053,1,"AR2_M2"
496,-1.68155833864271,1,"AR2_M2"
497,1.47264814075256,1,"AR2_M2"
498,-1.26798628288607,1,"AR2_M2"
499,2.32836952798444,1,"AR2_M2"
500,-2.6980456288775,1,"AR2_M2"
501,2.29259350421319,1,"AR2_M2"
502,-3.76364392991355,1,"AR2_M2"
503,4.47316368219734,1,"AR2_M2"
504,-3.56328312621504,1,"AR2_M2"
505,2.99248063845251,1,"AR2_M2"
506,-3.82975855502115,1,"AR2_M2"
507,2.76573840729935,1,"AR2_M2"
508,-3.07181632623352,1,"AR2_M2"
509,2.77973206150715,1,"AR2_M2"
510,-1.86989594677053,1,"AR2_M2"
511,-0.378540335737335,1,"AR2_M2"
512,0.478613500544761,1,"AR2_M2"
513,0.413738415359836,1,"AR2_M2"
514,-1.28342184878812,1,"AR2_M2"
515,2.29757435039035,1,"AR2_M2"
516,-3.6822008556287,1,"AR2_M2"
517,3.50060882747343,1,"AR2_M2"
518,-3.61881473352619,1,"AR2_M2"
519,2.33033770200615,1,"AR2_M2"
520,-2.97166971725786,1,"AR2_M2"
521,3.21262706371255,1,"AR2_M2"
522,-3.59138133665378,1,"AR2_M2"
523,2.61820255771261,1,"AR2_M2"
524,-2.33385326912059,1,"AR2_M2"
525,2.10997892840467,1,"AR2_M2"
526,-1.73398599250146,1,"AR2_M2"
527,3.33180664708439,1,"AR2_M2"
528,-4.06912626355344,1,"AR2_M2"
529,3.65075359428312,1,"AR2_M2"
530,-3.37963156353867,1,"AR2_M2"
531,3.36059179558249,1,"AR2_M2"
532,-3.00715369263432,1,"AR2_M2"
533,2.59215096268501,1,"AR2_M2"
534,-0.825475137326977,1,"AR2_M2"
535,1.77283001469519,1,"AR2_M2"
536,-0.042418880885673,1,"AR2_M2"
537,1.18069512812684,1,"AR2_M2"
538,0.453723974001769,1,"AR2_M2"
539,-1.17561481389667,1,"AR2_M2"
540,3.20005700961047,1,"AR2_M2"
541,-2.2895667554486,1,"AR2_M2"
542,2.25859249409425,1,"AR2_M2"
543,-2.00854982987698,1,"AR2_M2"
544,3.12985383455432,1,"AR2_M2"
545,-2.70484446376589,1,"AR2_M2"
546,1.97634382349507,1,"AR2_M2"
547,-1.66523592959381,1,"AR2_M2"
548,1.17699892640924,1,"AR2_M2"
549,-1.0928952966956,1,"AR2_M2"
550,1.42827897446148,1,"AR2_M2"
551,-0.822020809964063,1,"AR2_M2"
552,0.354329534324964,1,"AR2_M2"
553,-2.21337894593162,1,"AR2_M2"
554,3.44834389194263,1,"AR2_M2"
555,-2.65536228646231,1,"AR2_M2"
556,1.50480492836507,1,"AR2_M2"
557,-2.0976868198255,1,"AR2_M2"
558,2.45599435320505,1,"AR2_M2"
559,-1.66598650185357,1,"AR2_M2"
560,0.948764823871113,1,"AR2_M2"
561,-0.439898509209653,1,"AR2_M2"
562,0.135667657211722,1,"AR2_M2"
563,-1.65413849515624,1,"AR2_M2"
564,2.11984838959536,1,"AR2_M2"
565,-2.14670107805785,1,"AR2_M2"
566,0.136331966298099,1,"AR2_M2"
567,-0.32980505904415,1,"AR2_M2"
568,0.134461284509309,1,"AR2_M2"
569,-0.157996089784804,1,"AR2_M2"
570,-0.729543831310434,1,"AR2_M2"
571,1.63597897244959,1,"AR2_M2"
572,-1.06707911544643,1,"AR2_M2"
573,0.462492141496676,1,"AR2_M2"
574,-0.903424684993299,1,"AR2_M2"
575,2.44542940863414,1,"AR2_M2"
576,-0.501122771448406,1,"AR2_M2"
577,1.39560310736722,1,"AR2_M2"
578,-0.448523873648405,1,"AR2_M2"
579,-0.79272774692378,1,"AR2_M2"
580,0.744272413542782,1,"AR2_M2"
581,1.77233904074014,1,"AR2_M2"
582,0.41547068538258,1,"AR2_M2"
583,-1.13818385958256,1,"AR2_M2"
584,0.0883343262110563,1,"AR2_M2"
585,0.740378595006106,1,"AR2_M2"
586,0.405582612869451,1,"AR2_M2"
587,-0.805232684795673,1,"AR2_M2"
588,1.02769613602612,1,"AR2_M2"
589,-1.86261895256109,1,"AR2_M2"
590,1.48720171170597,1,"AR2_M2"
591,-1.21402290956466,1,"AR2_M2"
592,0.472006003445026,1,"AR2_M2"
593,0.880667138123425,1,"AR2_M2"
594,0.109965809808707,1,"AR2_M2"
595,0.697476063853867,1,"AR2_M2"
596,-0.457574241010104,1,"AR2_M2"
597,1.0675248827578,1,"AR2_M2"
598,-1.16190555724053,1,"AR2_M2"
599,2.48908096270245,1,"AR2_M2"
600,-2.1162826452081,1,"AR2_M2"
601,2.29318178069413,1,"AR2_M2"
602,-2.07688808044177,1,"AR2_M2"
603,1.1357535408524,1,"AR2_M2"
604,-2.47041128128765,1,"AR2_M2"
605,2.23227691342216,1,"AR2_M2"
606,-1.43897459474217,1,"AR2_M2"
607,-0.554698668174995,1,"AR2_M2"
608,-0.563931158285342,1,"AR2_M2"
609,-0.130839130417718,1,"AR2_M2"
610,0.250898890086554,1,"AR2_M2"
611,0.278159791548666,1,"AR2_M2"
612,-0.185701050970378,1,"AR2_M2"
613,0.417071175852784,1,"AR2_M2"
614,0.0437647441069262,1,"AR2_M2"
615,1.76868873340235,1,"AR2_M2"
616,-0.709048391476881,1,"AR2_M2"
617,0.118989916388505,1,"AR2_M2"
618,-1.33217392309023,1,"AR2_M2"
619,-1.60456204560035,1,"AR2_M2"
620,0.267409008814036,1,"AR2_M2"
621,-1.13506242163063,1,"AR2_M2"
622,1.8115314980947,1,"AR2_M2"
623,-0.784761573415319,1,"AR2_M2"
624,1.48667124807889,1,"AR2_M2"
625,-1.29636893203143,1,"AR2_M2"
626,-0.257941325822919,1,"AR2_M2"
627,0.128095254218755,1,"AR2_M2"
628,-0.147488610237789,1,"AR2_M2"
629,-0.528830048947389,1,"AR2_M2"
630,0.673807012754802,1,"AR2_M2"
631,0.178741004679077,1,"AR2_M2"
632,0.0400426090575738,1,"AR2_M2"
633,0.637849247006455,1,"AR2_M2"
634,-0.518269588309894,1,"AR2_M2"
635,-0.35813022618955,1,"AR2_M2"
636,1.1049813271938,1,"AR2_M2"
637,-1.79984706450721,1,"AR2_M2"
638,2.53639220023191,1,"AR2_M2"
639,-1.78537316080088,1,"AR2_M2"
640,1.76843617531266,1,"AR2_M2"
641,-1.29505682312208,1,"AR2_M2"
642,0.809840034916206,1,"AR2_M2"
643,-0.564817596479163,1,"AR2_M2"
644,0.908301753266357,1,"AR2_M2"
645,-0.0647576687220158,1,"AR2_M2"
646,0.920709308405523,1,"AR2_M2"
647,-1.92578893491597,1,"AR2_M2"
648,0.928082219362822,1,"AR2_M2"
649,-0.975377045364396,1,"AR2_M2"
